Iteration,Heuristic Value,Time
1497,26,121.0000
1498,26,121.0000
1499,26,121.0000
1500,26,121.0000
1501,26,121.0000
1502,26,121.0000
1503,26,121.0000
1504,26,121.0000
1505,26,122.0000
1506,26,122.0000
1507,26,122.0000
1508,26,122.0000
1509,26,122.0000
1510,26,122.0000
1511,26,122.0000
1512,26,123.0000
1513,26,123.0000
1514,26,123.0000
1515,26,123.0000
1516,26,123.0000
1517,26,123.0000
1518,26,123.0000
1519,26,123.0000
1520,26,123.0000
1521,26,123.0000
1522,26,123.0000
1523,26,123.0000
1524,26,123.0000
1525,26,123.0000
1526,26,123.0000
1527,26,123.0000
1528,26,123.0000
1529,26,123.0000
1530,26,123.0000
1531,26,123.0000
1532,26,123.0000
1533,26,123.0000
1534,26,123.0000
1535,26,123.0000
1536,26,123.0000
1537,27,123.0000
1538,27,123.0000
1539,27,123.0000
1540,27,123.0000
1541,27,123.0000
1542,27,123.0000
1543,27,123.0000
1544,27,123.0000
1545,27,123.0000
1546,27,123.0000
1547,27,126.0000
1548,27,126.0000
1549,27,126.0000
1550,27,126.0000
1551,27,126.0000
1552,27,126.0000
1553,27,126.0000
1554,27,126.0000
1555,27,126.0000
1556,27,126.0000
1557,27,126.0000
1558,27,126.0000
1559,27,127.0000
1560,27,127.0000
1561,27,127.0000
1562,27,127.0000
1563,27,127.0000
1564,27,127.0000
1565,27,127.0000
1566,27,127.0000
1567,27,127.0000
1568,27,127.0000
1569,27,127.0000
1570,27,127.0000
1571,27,127.0000
1572,27,127.0000
1573,27,127.0000
1574,27,128.0000
1575,27,128.0000
1576,27,128.0000
1577,27,128.0000
1578,27,128.0000
1579,27,128.0000
1580,27,128.0000
1581,27,128.0000
1582,27,128.0000
1583,27,128.0000
1584,27,128.0000
1585,27,128.0000
1586,27,128.0000
1587,27,128.0000
1588,27,128.0000
1589,27,128.0000
1590,27,128.0000
1591,27,128.0000
1592,27,128.0000
1593,27,128.0000
1594,27,128.0000
1595,27,130.0000
1596,27,130.0000
1597,27,130.0000
1598,27,130.0000
1599,27,130.0000
1600,27,130.0000
1601,27,130.0000
1602,27,130.0000
1603,27,130.0000
1604,27,130.0000
1605,27,130.0000
1606,27,130.0000
1607,27,130.0000
1608,27,131.0000
1609,27,131.0000
1610,27,131.0000
1611,27,131.0000
1612,27,131.0000
1613,27,131.0000
1614,27,131.0000
1615,27,131.0000
1616,27,131.0000
1617,27,131.0000
1618,27,131.0000
1619,27,131.0000
1620,27,132.0000
1621,27,132.0000
1622,27,132.0000
1623,27,132.0000
1624,27,132.0000
1625,27,132.0000
1626,27,132.0000
1627,27,132.0000
1628,27,132.0000
1629,27,132.0000
1630,27,133.0000
1631,27,133.0000
1632,27,133.0000
1633,27,133.0000
1634,27,133.0000
1635,27,133.0000
1636,27,133.0000
1637,27,133.0000
1638,27,133.0000
1639,27,133.0000
1640,27,133.0000
1641,27,133.0000
1642,27,133.0000
1643,27,133.0000
1644,27,133.0000
1645,27,133.0000
1646,27,133.0000
1647,27,133.0000
1648,27,133.0000
1649,27,133.0000
1650,27,133.0000
1651,27,133.0000
1652,27,133.0000
1653,27,133.0000
1654,27,133.0000
1655,27,133.0000
1656,27,133.0000
1657,27,133.0000
1658,27,133.0000
1659,27,133.0000
1660,27,133.0000
1661,27,133.0000
1662,27,133.0000
1663,27,133.0000
1664,27,133.0000
1665,27,133.0000
1666,27,133.0000
1667,27,133.0000
1668,27,133.0000
1669,27,133.0000
1670,27,133.0000
1671,27,133.0000
1672,27,133.0000
1673,27,133.0000
1674,27,133.0000
1675,27,133.0000
1676,27,133.0000
1677,27,133.0000
1678,27,133.0000
1679,27,133.0000
1680,27,133.0000
1681,27,133.0000
1682,27,133.0000
1683,27,133.0000
1684,27,133.0000
1685,27,133.0000
1686,27,133.0000
1687,27,133.0000
1688,27,133.0000
1689,27,133.0000
1690,27,138.0000
1691,27,138.0000
1692,27,138.0000
1693,27,138.0000
1694,27,138.0000
1695,27,138.0000
1696,27,138.0000
1697,27,138.0000
1698,27,138.0000
1699,27,138.0000
1700,27,138.0000
1701,27,138.0000
1702,27,138.0000
1703,27,138.0000
1704,27,138.0000
1705,27,138.0000
1706,27,138.0000
1707,27,139.0000
1708,27,139.0000
1709,27,139.0000
1710,27,139.0000
1711,27,139.0000
1712,27,139.0000
1713,27,139.0000
1714,27,139.0000
1715,28,139.0000
1716,28,139.0000
1717,28,139.0000
1718,28,139.0000
1719,28,139.0000
1720,28,140.0000
1721,28,140.0000
1722,28,140.0000
1723,28,140.0000
1724,28,140.0000
1725,28,140.0000
1726,28,140.0000
1727,28,140.0000
1728,28,140.0000
1729,28,140.0000
1730,28,140.0000
1731,28,141.0000
1732,28,141.0000
1733,28,141.0000
1734,28,141.0000
1735,28,141.0000
1736,28,141.0000
1737,28,141.0000
1738,28,141.0000
1739,28,141.0000
1740,28,141.0000
1741,28,141.0000
1742,28,141.0000
1743,28,142.0000
1744,28,142.0000
1745,28,142.0000
1746,28,142.0000
1747,28,142.0000
1748,28,142.0000
1749,28,142.0000
1750,28,143.0000
1751,28,143.0000
1752,28,143.0000
1753,28,143.0000
1754,28,143.0000
1755,28,143.0000
1756,28,143.0000
1757,28,143.0000
1758,28,143.0000
1759,28,143.0000
1760,28,144.0000
1761,28,144.0000
1762,28,144.0000
1763,28,144.0000
1764,28,144.0000
1765,28,144.0000
1766,28,144.0000
1767,28,144.0000
1768,28,144.0000
1769,28,144.0000
1770,28,144.0000
1771,28,144.0000
1772,28,144.0000
1773,28,144.0000
1774,28,144.0000
1775,28,144.0000
1776,28,144.0000
1777,28,144.0000
1778,28,144.0000
1779,28,144.0000
1780,28,144.0000
1781,28,144.0000
1782,28,144.0000
1783,28,144.0000
1784,28,144.0000
1785,28,144.0000
1786,28,144.0000
1787,28,144.0000
1788,28,144.0000
1789,28,144.0000
1790,28,144.0000
1791,28,144.0000
1792,28,144.0000
1793,28,144.0000
1794,28,144.0000
1795,28,144.0000
1796,28,144.0000
1797,28,144.0000
1798,28,144.0000
1799,28,144.0000
1800,28,144.0000
1801,28,144.0000
1802,28,144.0000
1803,28,144.0000
1804,28,144.0000
1805,28,144.0000
1806,28,144.0000
1807,28,144.0000
1808,28,144.0000
1809,28,144.0000
1810,28,144.0000
1811,28,144.0000
1812,28,144.0000
1813,28,144.0000
1814,28,144.0000
1815,28,144.0000
1816,28,144.0000
1817,28,144.0000
1818,28,144.0000
1819,28,144.0000
1820,28,144.0000
1821,28,144.0000
1822,28,144.0000
1823,28,144.0000
1824,28,144.0000
1825,28,149.0000
1826,28,149.0000
1827,28,149.0000
1828,28,149.0000
1829,28,149.0000
1830,28,149.0000
1831,28,149.0000
1832,28,149.0000
1833,28,149.0000
1834,28,149.0000
1835,28,150.0000
1836,28,150.0000
1837,28,150.0000
1838,28,150.0000
1839,28,150.0000
1840,28,150.0000
1841,28,150.0000
1842,28,150.0000
1843,28,150.0000
1844,28,150.0000
1845,28,151.0000
1846,28,151.0000
1847,28,151.0000
1848,28,151.0000
1849,28,151.0000
1850,28,151.0000
1851,28,151.0000
1852,28,151.0000
1853,28,151.0000
1854,28,151.0000
1855,28,151.0000
1856,28,151.0000
1857,28,152.0000
1858,28,152.0000
1859,28,152.0000
1860,28,152.0000
1861,28,152.0000
1862,28,152.0000
1863,28,152.0000
1864,28,153.0000
1865,28,153.0000
1866,28,153.0000
1867,28,153.0000
1868,28,153.0000
1869,28,153.0000
1870,28,153.0000
1871,28,153.0000
1872,28,153.0000
1873,28,153.0000
1874,28,153.0000
1875,28,153.0000
1876,28,153.0000
1877,28,153.0000
1878,28,154.0000
1879,28,154.0000
1880,28,154.0000
1881,28,154.0000
1882,28,154.0000
1883,28,154.0000
1884,28,154.0000
1885,28,154.0000
1886,28,154.0000
1887,28,154.0000
1888,28,154.0000
1889,28,154.0000
1890,28,154.0000
1891,28,154.0000
1892,28,154.0000
1893,28,154.0000
1894,28,154.0000
1895,28,154.0000
1896,28,154.0000
1897,28,154.0000
1898,28,154.0000
1899,28,154.0000
1900,28,154.0000
1901,28,154.0000
1902,28,156.0000
1903,28,156.0000
1904,28,156.0000
1905,28,156.0000
1906,28,156.0000
1907,28,156.0000
1908,28,156.0000
1909,28,156.0000
1910,28,156.0000
1911,28,156.0000
1912,28,156.0000
1913,28,156.0000
1914,28,156.0000
1915,28,156.0000
1916,28,156.0000
1917,28,156.0000
1918,28,156.0000
1919,28,156.0000
1920,28,156.0000
1921,28,156.0000
1922,28,156.0000
1923,28,156.0000
1924,28,156.0000
1925,28,156.0000
1926,28,156.0000
1927,28,156.0000
1928,28,156.0000
1929,28,156.0000
1930,28,156.0000
1931,28,156.0000
1932,28,156.0000
1933,28,156.0000
1934,28,156.0000
1935,28,156.0000
1936,28,156.0000
1937,28,156.0000
1938,28,156.0000
1939,28,156.0000
1940,28,156.0000
1941,28,156.0000
1942,28,156.0000
1943,28,159.0000
1944,28,159.0000
1945,28,159.0000
1946,28,159.0000
1947,28,159.0000
1948,28,159.0000
1949,28,159.0000
1950,28,159.0000
1951,28,159.0000
1952,28,159.0000
1953,28,159.0000
1954,28,159.0000
1955,28,159.0000
1956,28,159.0000
1957,28,159.0000
1958,28,159.0000
1959,28,159.0000
1960,28,159.0000
1961,28,159.0000
1962,28,159.0000
1963,28,159.0000
1964,28,159.0000
1965,28,159.0000
1966,28,159.0000
1967,28,159.0000
1968,28,159.0000
1969,28,159.0000
1970,28,159.0000
1971,28,159.0000
1972,28,159.0000
1973,28,159.0000
1974,28,159.0000
1975,28,159.0000
1976,28,159.0000
1977,28,162.0000
1978,28,162.0000
1979,28,162.0000
1980,28,162.0000
1981,28,162.0000
1982,28,162.0000
1983,28,162.0000
1984,28,162.0000
1985,28,162.0000
1986,28,162.0000
1987,28,162.0000
1988,28,162.0000
1989,28,162.0000
1990,28,162.0000
1991,28,162.0000
1992,28,162.0000
1993,28,162.0000
1994,28,162.0000
1995,28,162.0000
1996,28,162.0000
1997,28,162.0000
1998,28,162.0000
1999,28,162.0000
2000,28,162.0000
2001,28,162.0000
2002,28,162.0000
2003,28,162.0000
2004,28,162.0000
2005,28,162.0000
2006,28,162.0000
2007,28,162.0000
2008,28,165.0000
2009,28,165.0000
2010,28,165.0000
2011,28,165.0000
2012,28,165.0000
2013,28,165.0000
2014,28,165.0000
2015,28,165.0000
2016,28,165.0000
2017,28,165.0000
2018,28,165.0000
2019,28,165.0000
2020,28,165.0000
2021,28,166.0000
2022,28,166.0000
2023,28,166.0000
2024,28,166.0000
2025,28,166.0000
2026,28,166.0000
2027,28,166.0000
2028,28,166.0000
2029,28,166.0000
2030,28,166.0000
2031,28,166.0000
2032,28,166.0000
2033,29,167.0000
2034,29,167.0000
2035,29,167.0000
2036,29,167.0000
2037,29,167.0000
2038,29,167.0000
2039,29,167.0000
2040,29,167.0000
2041,29,167.0000
2042,29,167.0000
2043,29,167.0000
2044,29,167.0000
2045,29,167.0000
2046,29,168.0000
2047,29,168.0000
2048,29,168.0000
2049,29,168.0000
2050,29,168.0000
2051,29,168.0000
2052,29,168.0000
2053,29,168.0000
2054,29,169.0000
2055,29,169.0000
2056,29,169.0000
2057,29,169.0000
2058,29,169.0000
2059,29,169.0000
2060,29,169.0000
2061,29,169.0000
2062,29,169.0000
2063,29,169.0000
2064,29,169.0000
2065,29,169.0000
2066,29,170.0000
2067,29,170.0000
2068,29,170.0000
2069,29,170.0000
2070,29,170.0000
2071,29,170.0000
2072,29,170.0000
2073,29,170.0000
2074,29,170.0000
2075,29,170.0000
2076,29,170.0000
2077,29,170.0000
2078,29,170.0000
2079,29,171.0000
2080,29,171.0000
2081,29,171.0000
2082,29,171.0000
2083,29,171.0000
2084,29,171.0000
2085,29,171.0000
2086,29,171.0000
2087,29,171.0000
2088,29,171.0000
2089,29,171.0000
2090,29,171.0000
2091,29,171.0000
2092,29,171.0000
2093,29,171.0000
2094,29,171.0000
2095,29,171.0000
2096,29,171.0000
2097,29,171.0000
2098,29,171.0000
2099,29,171.0000
2100,29,171.0000
2101,29,171.0000
2102,29,171.0000
2103,29,171.0000
2104,29,171.0000
2105,29,171.0000
2106,29,171.0000
2107,29,173.0000
2108,29,173.0000
2109,29,173.0000
2110,29,173.0000
2111,29,173.0000
2112,29,173.0000
2113,29,173.0000
2114,29,173.0000
2115,29,173.0000
2116,29,173.0000
2117,29,173.0000
2118,29,173.0000
2119,29,174.0000
2120,29,174.0000
2121,29,174.0000
2122,29,174.0000
2123,29,174.0000
2124,29,174.0000
2125,29,175.0000
2126,29,175.0000
2127,29,175.0000
2128,29,175.0000
2129,29,175.0000
2130,29,175.0000
2131,29,175.0000
2132,29,175.0000
2133,29,175.0000
2134,29,175.0000
2135,29,175.0000
2136,29,175.0000
2137,29,175.0000
2138,29,175.0000
2139,29,175.0000
2140,29,175.0000
2141,29,176.0000
2142,29,176.0000
2143,29,176.0000
2144,29,176.0000
2145,29,176.0000
2146,29,176.0000
2147,29,176.0000
2148,29,177.0000
2149,29,177.0000
2150,29,177.0000
2151,29,177.0000
2152,29,177.0000
2153,29,177.0000
2154,29,177.0000
2155,29,177.0000
2156,29,177.0000
2157,29,177.0000
2158,29,177.0000
2159,29,177.0000
2160,29,177.0000
2161,29,178.0000
2162,29,178.0000
2163,29,178.0000
2164,29,178.0000
2165,29,178.0000
2166,29,178.0000
2167,29,178.0000
2168,29,178.0000
2169,29,178.0000
2170,29,178.0000
2171,29,178.0000
2172,29,178.0000
2173,29,178.0000
2174,29,178.0000
2175,29,178.0000
2176,29,178.0000
2177,29,178.0000
2178,29,178.0000
2179,29,178.0000
2180,29,179.0000
2181,29,179.0000
2182,29,179.0000
2183,29,179.0000
2184,29,179.0000
2185,29,179.0000
2186,29,179.0000
2187,29,179.0000
2188,29,179.0000
2189,29,179.0000
2190,29,179.0000
2191,29,179.0000
2192,29,179.0000
2193,29,179.0000
2194,29,180.0000
2195,29,180.0000
2196,29,180.0000
2197,29,180.0000
2198,29,181.0000
2199,29,181.0000
2200,29,181.0000
2201,29,181.0000
2202,29,181.0000
2203,29,181.0000
2204,29,181.0000
2205,29,181.0000
2206,29,181.0000
2207,29,181.0000
2208,29,181.0000
2209,29,181.0000
2210,29,181.0000
2211,29,181.0000
2212,29,181.0000
2213,29,181.0000
2214,29,181.0000
2215,29,181.0000
2216,29,181.0000
2217,29,181.0000
2218,29,181.0000
2219,29,181.0000
2220,29,181.0000
2221,29,181.0000
2222,29,181.0000
2223,29,181.0000
2224,29,181.0000
2225,29,181.0000
2226,29,181.0000
2227,29,181.0000
2228,29,181.0000
2229,29,181.0000
2230,29,181.0000
2231,29,181.0000
2232,29,181.0000
2233,29,181.0000
2234,29,181.0000
2235,29,181.0000
2236,29,181.0000
2237,29,181.0000
2238,29,181.0000
2239,29,181.0000
2240,29,181.0000
2241,29,181.0000
2242,29,181.0000
2243,29,181.0000
2244,29,181.0000
2245,29,181.0000
2246,29,181.0000
2247,29,181.0000
2248,29,181.0000
2249,29,181.0000
2250,29,181.0000
2251,29,181.0000
2252,29,181.0000
2253,29,181.0000
2254,29,181.0000
2255,29,185.0000
2256,29,185.0000
2257,29,185.0000
2258,29,185.0000
2259,29,185.0000
2260,29,185.0000
2261,29,185.0000
2262,29,185.0000
2263,29,185.0000
2264,29,185.0000
2265,29,185.0000
2266,29,185.0000
2267,29,186.0000
2268,29,186.0000
2269,29,186.0000
2270,29,186.0000
2271,29,186.0000
2272,29,187.0000
2273,29,187.0000
2274,29,187.0000
2275,29,187.0000
2276,29,187.0000
2277,29,187.0000
2278,29,187.0000
2279,29,187.0000
2280,29,187.0000
2281,29,187.0000
2282,29,188.0000
2283,29,188.0000
2284,29,188.0000
2285,29,188.0000
2286,29,188.0000
2287,29,188.0000
2288,29,188.0000
2289,29,188.0000
2290,29,188.0000
2291,29,188.0000
2292,29,188.0000
2293,29,188.0000
2294,29,188.0000
2295,29,188.0000
2296,29,188.0000
2297,29,188.0000
2298,29,188.0000
2299,29,189.0000
2300,29,189.0000
2301,29,189.0000
2302,29,189.0000
2303,29,189.0000
2304,29,189.0000
2305,29,189.0000
2306,29,189.0000
2307,29,189.0000
2308,29,189.0000
2309,29,189.0000
2310,29,189.0000
2311,29,189.0000
2312,29,190.0000
2313,29,190.0000
2314,29,190.0000
2315,29,190.0000
2316,29,190.0000
2317,29,190.0000
2318,29,190.0000
2319,29,190.0000
2320,29,190.0000
2321,29,190.0000
2322,29,190.0000
2323,29,190.0000
2324,29,190.0000
2325,29,191.0000
2326,29,191.0000
2327,29,191.0000
2328,29,191.0000
2329,29,191.0000
2330,29,191.0000
2331,29,191.0000
2332,29,191.0000
2333,29,191.0000
2334,29,191.0000
2335,29,191.0000
2336,29,191.0000
2337,29,191.0000
2338,29,191.0000
2339,29,191.0000
2340,29,192.0000
2341,29,192.0000
2342,29,192.0000
2343,29,192.0000
2344,29,193.0000
2345,29,193.0000
2346,29,193.0000
2347,29,193.0000
2348,29,193.0000
2349,29,193.0000
2350,29,193.0000
2351,29,193.0000
2352,29,193.0000
2353,29,193.0000
2354,29,193.0000
2355,29,193.0000
2356,29,193.0000
2357,29,193.0000
2358,29,193.0000
2359,29,194.0000
2360,29,194.0000
2361,29,194.0000
2362,29,194.0000
2363,29,194.0000
2364,29,194.0000
2365,29,194.0000
2366,29,194.0000
2367,29,194.0000
2368,29,194.0000
2369,29,194.0000
2370,29,194.0000
2371,29,194.0000
2372,29,195.0000
2373,29,195.0000
2374,29,195.0000
2375,29,195.0000
2376,29,195.0000
2377,29,195.0000
2378,29,195.0000
2379,29,195.0000
2380,29,195.0000
2381,29,195.0000
2382,29,195.0000
2383,29,195.0000
2384,29,195.0000
2385,29,196.0000
2386,29,196.0000
2387,29,196.0000
2388,29,196.0000
2389,29,196.0000
2390,29,196.0000
2391,29,196.0000
2392,29,196.0000
2393,29,196.0000
2394,29,196.0000
2395,29,196.0000
2396,29,196.0000
2397,29,197.0000
2398,29,197.0000
2399,29,197.0000
2400,29,197.0000
2401,29,197.0000
2402,29,197.0000
2403,29,198.0000
2404,29,198.0000
2405,29,198.0000
2406,29,198.0000
2407,29,198.0000
2408,29,198.0000
2409,29,198.0000
2410,29,198.0000
2411,29,198.0000
2412,29,198.0000
2413,29,198.0000
2414,29,199.0000
2415,29,199.0000
2416,29,199.0000
2417,29,199.0000
2418,29,199.0000
2419,29,199.0000
2420,29,199.0000
2421,29,199.0000
2422,29,199.0000
2423,29,199.0000
2424,29,199.0000
2425,29,199.0000
2426,29,199.0000
2427,29,199.0000
2428,29,199.0000
2429,29,199.0000
2430,29,199.0000
2431,29,199.0000
2432,29,199.0000
2433,29,199.0000
2434,29,199.0000
2435,29,199.0000
2436,29,199.0000
2437,29,199.0000
2438,29,199.0000
2439,29,199.0000
2440,29,199.0000
2441,29,199.0000
2442,29,199.0000
2443,29,199.0000
2444,29,199.0000
2445,29,199.0000
2446,29,199.0000
2447,29,199.0000
2448,29,199.0000
2449,29,199.0000
2450,29,199.0000
2451,29,199.0000
2452,29,199.0000
2453,29,199.0000
2454,29,199.0000
2455,29,199.0000
2456,29,199.0000
2457,29,199.0000
2458,29,199.0000
2459,29,199.0000
2460,29,199.0000
2461,29,199.0000
2462,29,199.0000
2463,29,199.0000
2464,29,203.0000
2465,29,203.0000
2466,29,203.0000
2467,29,203.0000
2468,29,203.0000
2469,29,203.0000
2470,29,203.0000
2471,29,203.0000
2472,29,203.0000
2473,29,203.0000
2474,29,203.0000
2475,29,203.0000
2476,29,203.0000
2477,29,204.0000
2478,29,204.0000
2479,29,204.0000
2480,29,204.0000
2481,29,204.0000
2482,29,204.0000
2483,29,204.0000
2484,29,204.0000
2485,29,204.0000
2486,29,204.0000
2487,29,204.0000
2488,29,204.0000
2489,29,205.0000
2490,29,205.0000
2491,29,205.0000
2492,29,205.0000
2493,29,205.0000
2494,29,205.0000
2495,29,205.0000
2496,29,205.0000
2497,29,205.0000
2498,29,205.0000
2499,29,205.0000
2500,29,205.0000
2501,29,205.0000
2502,29,205.0000
2503,29,205.0000
2504,29,205.0000
2505,29,205.0000
2506,29,206.0000
2507,29,206.0000
2508,29,206.0000
2509,29,206.0000
2510,29,206.0000
2511,29,206.0000
2512,29,206.0000
2513,29,206.0000
2514,29,206.0000
2515,29,206.0000
2516,29,206.0000
2517,29,206.0000
2518,29,206.0000
2519,29,207.0000
2520,29,207.0000
2521,29,207.0000
2522,29,207.0000
2523,29,208.0000
2524,29,208.0000
2525,29,208.0000
2526,29,208.0000
2527,29,208.0000
2528,29,208.0000
2529,29,208.0000
2530,29,208.0000
2531,29,208.0000
2532,29,208.0000
2533,29,208.0000
2534,29,208.0000
2535,29,208.0000
2536,29,208.0000
2537,29,208.0000
2538,29,208.0000
2539,29,208.0000
2540,29,208.0000
2541,29,209.0000
2542,29,209.0000
2543,29,209.0000
2544,29,209.0000
2545,29,209.0000
2546,29,209.0000
2547,29,209.0000
2548,29,209.0000
2549,29,209.0000
2550,29,209.0000
2551,29,209.0000
2552,29,209.0000
2553,29,209.0000
2554,29,209.0000
2555,29,209.0000
2556,29,209.0000
2557,29,209.0000
2558,29,211.0000
2559,29,211.0000
2560,29,211.0000
2561,29,211.0000
2562,29,211.0000
2563,29,211.0000
2564,29,211.0000
2565,29,211.0000
2566,29,211.0000
2567,29,211.0000
2568,29,211.0000
2569,29,211.0000
2570,29,211.0000
2571,29,211.0000
2572,29,211.0000
2573,29,211.0000
2574,29,211.0000
2575,29,211.0000
2576,29,211.0000
2577,29,211.0000
2578,29,211.0000
2579,29,211.0000
2580,29,211.0000
2581,29,211.0000
2582,29,211.0000
2583,29,213.0000
2584,29,213.0000
2585,29,213.0000
2586,29,213.0000
2587,29,213.0000
2588,29,213.0000
2589,29,213.0000
2590,29,213.0000
2591,29,213.0000
2592,29,213.0000
2593,29,214.0000
2594,29,214.0000
2595,29,214.0000
2596,29,214.0000
2597,29,214.0000
2598,29,214.0000
2599,29,214.0000
2600,29,214.0000
2601,29,214.0000
2602,29,214.0000
2603,29,214.0000
2604,29,214.0000
2605,29,214.0000
2606,29,215.0000
2607,29,215.0000
2608,29,215.0000
2609,29,215.0000
2610,29,215.0000
2611,29,215.0000
2612,29,215.0000
2613,29,215.0000
2614,29,215.0000
2615,29,215.0000
2616,29,215.0000
2617,29,215.0000
2618,29,215.0000
2619,29,216.0000
2620,29,216.0000
2621,29,216.0000
2622,29,216.0000
2623,29,216.0000
2624,29,216.0000
2625,29,216.0000
2626,29,216.0000
2627,29,216.0000
2628,29,216.0000
2629,29,217.0000
2630,29,217.0000
2631,29,217.0000
2632,29,217.0000
2633,29,217.0000
2634,29,217.0000
2635,29,217.0000
2636,29,218.0000
2637,29,218.0000
2638,29,218.0000
2639,29,218.0000
2640,29,218.0000
2641,29,218.0000
2642,29,218.0000
2643,30,218.0000
2644,30,218.0000
2645,30,218.0000
2646,30,218.0000
2647,30,218.0000
2648,30,218.0000
2649,30,218.0000
2650,30,218.0000
2651,30,218.0000
2652,30,218.0000
2653,30,218.0000
2654,30,218.0000
2655,30,219.0000
2656,30,219.0000
2657,30,219.0000
2658,30,219.0000
2659,30,219.0000
2660,30,219.0000
2661,30,219.0000
2662,30,219.0000
2663,30,219.0000
2664,30,219.0000
2665,30,219.0000
2666,30,219.0000
2667,30,219.0000
2668,30,219.0000
2669,30,219.0000
2670,30,219.0000
2671,30,219.0000
2672,30,219.0000
2673,30,219.0000
2674,30,219.0000
2675,30,219.0000
2676,30,219.0000
2677,30,219.0000
2678,30,219.0000
2679,30,219.0000
2680,30,219.0000
2681,30,219.0000
2682,30,219.0000
2683,30,219.0000
2684,30,219.0000
2685,30,219.0000
2686,30,219.0000
2687,30,219.0000
2688,30,219.0000
2689,30,219.0000
2690,30,219.0000
2691,30,219.0000
2692,30,219.0000
2693,30,219.0000
2694,30,219.0000
2695,30,219.0000
2696,30,219.0000
2697,30,219.0000
2698,30,223.0000
2699,30,223.0000
2700,30,223.0000
2701,30,223.0000
2702,30,223.0000
2703,30,223.0000
2704,30,223.0000
2705,30,223.0000
2706,30,223.0000
2707,30,223.0000
2708,30,223.0000
2709,30,223.0000
2710,30,223.0000
2711,30,224.0000
2712,30,224.0000
2713,30,224.0000
2714,30,224.0000
2715,30,224.0000
2716,30,224.0000
2717,30,224.0000
2718,30,224.0000
2719,30,224.0000
2720,30,224.0000
2721,30,224.0000
2722,30,224.0000
2723,30,224.0000
2724,30,225.0000
2725,30,225.0000
2726,30,225.0000
2727,30,225.0000
2728,30,225.0000
2729,30,225.0000
2730,30,225.0000
2731,30,225.0000
2732,30,225.0000
2733,30,225.0000
2734,30,225.0000
2735,30,225.0000
2736,30,225.0000
2737,30,226.0000
2738,30,226.0000
2739,30,226.0000
2740,30,226.0000
2741,30,226.0000
2742,30,226.0000
2743,30,226.0000
2744,30,226.0000
2745,30,226.0000
2746,30,226.0000
2747,30,226.0000
2748,30,226.0000
2749,30,227.0000
2750,30,227.0000
2751,30,227.0000
2752,30,227.0000
2753,30,227.0000
2754,30,227.0000
2755,30,227.0000
2756,30,227.0000
2757,30,227.0000
2758,30,228.0000
2759,30,228.0000
2760,30,228.0000
2761,30,228.0000
2762,30,228.0000
2763,30,228.0000
2764,30,228.0000
2765,30,228.0000
2766,30,228.0000
2767,30,228.0000
2768,30,228.0000
2769,30,228.0000
2770,30,228.0000
2771,30,229.0000
2772,30,229.0000
2773,30,229.0000
2774,30,229.0000
2775,30,229.0000
2776,30,229.0000
2777,30,229.0000
2778,30,229.0000
2779,30,229.0000
2780,30,230.0000
2781,30,230.0000
2782,30,230.0000
2783,30,230.0000
2784,30,230.0000
2785,30,230.0000
2786,30,230.0000
2787,30,230.0000
2788,31,230.0000
2789,31,230.0000
2790,31,230.0000
2791,31,230.0000
2792,31,230.0000
2793,31,230.0000
2794,31,230.0000
2795,31,230.0000
2796,31,230.0000
2797,31,230.0000
2798,31,230.0000
2799,31,230.0000
2800,31,230.0000
2801,31,230.0000
2802,31,230.0000
2803,31,230.0000
2804,31,230.0000
2805,31,230.0000
2806,31,230.0000
2807,31,230.0000
2808,31,230.0000
2809,31,230.0000
2810,31,230.0000
2811,31,230.0000
2812,31,230.0000
2813,31,230.0000
2814,31,230.0000
2815,31,230.0000
2816,31,230.0000
2817,31,230.0000
2818,31,230.0000
2819,31,230.0000
2820,31,230.0000
2821,31,233.0000
2822,31,233.0000
2823,31,233.0000
2824,31,233.0000
2825,31,233.0000
2826,31,233.0000
2827,31,233.0000
2828,31,233.0000
2829,31,233.0000
2830,31,233.0000
2831,31,234.0000
2832,31,234.0000
2833,31,234.0000
2834,31,234.0000
2835,31,234.0000
2836,31,234.0000
2837,31,234.0000
2838,31,234.0000
2839,31,234.0000
2840,31,234.0000
2841,31,234.0000
2842,31,234.0000
2843,31,235.0000
2844,31,235.0000
2845,31,235.0000
2846,31,235.0000
2847,31,235.0000
2848,31,235.0000
2849,31,235.0000
2850,31,235.0000
2851,31,235.0000
2852,31,235.0000
2853,31,235.0000
2854,31,235.0000
2855,31,236.0000
2856,31,236.0000
2857,31,236.0000
2858,31,236.0000
2859,31,236.0000
2860,31,236.0000
2861,31,236.0000
2862,31,236.0000
2863,31,236.0000
2864,31,236.0000
2865,31,236.0000
2866,31,236.0000
2867,31,237.0000
2868,31,237.0000
2869,31,237.0000
2870,31,237.0000
2871,31,237.0000
2872,31,237.0000
2873,31,237.0000
2874,31,237.0000
2875,31,237.0000
2876,31,238.0000
2877,31,238.0000
2878,31,238.0000
2879,31,238.0000
2880,31,238.0000
2881,31,238.0000
2882,31,238.0000
2883,31,238.0000
2884,31,238.0000
2885,31,238.0000
2886,31,238.0000
2887,31,238.0000
2888,31,238.0000
2889,31,238.0000
2890,31,238.0000
2891,31,238.0000
2892,31,238.0000
2893,31,238.0000
2894,31,239.0000
