Iteration,Heuristic Value,Restarted,Inner Iteration,Time
998,33,28,25,6094.0000
999,34,28,26,6100.0000
1000,35,28,27,6106.0000
1001,36,28,28,6112.0000
1002,37,28,29,6118.0000
1003,38,28,30,6123.0000
1004,39,28,31,6129.0000
1005,39,28,32,6134.0000
1006,40,28,33,6142.0000
1007,40,28,34,6149.0000
1008,40,28,35,6154.0000
1009,41,28,36,6161.0000
1010,42,28,37,6164.0000
1011,42,28,38,6175.0000
1012,43,28,39,6180.0000
1013,43,28,40,6184.0000
1014,43,28,41,6192.0000
1015,43,28,42,6194.0000
1016,5,29,1,6206.0000
1017,7,29,2,6212.0000
1018,9,29,3,6219.0000
1019,10,29,4,6225.0000
1020,12,29,5,6232.0000
1021,13,29,6,6239.0000
1022,14,29,7,6244.0000
1023,15,29,8,6251.0000
1024,16,29,9,6254.0000
1025,17,29,10,6262.0000
1026,18,29,11,6264.0000
1027,19,29,12,6274.0000
1028,20,29,13,6279.0000
1029,21,29,14,6285.0000
1030,22,29,15,6291.0000
1031,23,29,16,6297.0000
1032,24,29,17,6304.0000
1033,25,29,18,6309.0000
1034,26,29,19,6315.0000
1035,27,29,20,6321.0000
1036,28,29,21,6326.0000
1037,30,29,22,6332.0000
1038,31,29,23,6334.0000
1039,32,29,24,6344.0000
1040,33,29,25,6351.0000
1041,34,29,26,6357.0000
1042,35,29,27,6363.0000
1043,36,29,28,6369.0000
1044,37,29,29,6379.0000
1045,38,29,30,6384.0000
1046,39,29,31,6391.0000
1047,39,29,32,6397.0000
1048,3,30,1,6404.0000
1049,5,30,2,6410.0000
1050,7,30,3,6417.0000
1051,9,30,4,6424.0000
1052,11,30,5,6431.0000
1053,12,30,6,6437.0000
1054,13,30,7,6444.0000
1055,15,30,8,6450.0000
1056,16,30,9,6457.0000
1057,17,30,10,6463.0000
1058,18,30,11,6470.0000
1059,19,30,12,6474.0000
1060,20,30,13,6485.0000
1061,21,30,14,6491.0000
1062,22,30,15,6497.0000
1063,24,30,16,6503.0000
1064,25,30,17,6510.0000
1065,26,30,18,6515.0000
1066,27,30,19,6521.0000
1067,28,30,20,6527.0000
1068,29,30,21,6534.0000
1069,30,30,22,6540.0000
1070,31,30,23,6547.0000
1071,32,30,24,6554.0000
1072,33,30,25,6560.0000
1073,34,30,26,6565.0000
1074,35,30,27,6573.0000
1075,35,30,28,6577.0000
1076,35,30,29,6586.0000
1077,2,31,1,6589.0000
1078,4,31,2,6600.0000
1079,6,31,3,6606.0000
1080,7,31,4,6612.0000
1081,8,31,5,6617.0000
1082,9,31,6,6619.0000
1083,10,31,7,6628.0000
1084,11,31,8,6631.0000
1085,12,31,9,6639.0000
1086,13,31,10,6644.0000
1087,14,31,11,6650.0000
1088,15,31,12,6655.0000
1089,17,31,13,6656.0000
1090,19,31,14,6666.0000
1091,20,31,15,6668.0000
1092,21,31,16,6678.0000
1093,22,31,17,6686.0000
1094,23,31,18,6691.0000
1095,24,31,19,6698.0000
1096,25,31,20,6704.0000
1097,27,31,21,6710.0000
1098,28,31,22,6716.0000
1099,29,31,23,6722.0000
1100,30,31,24,6728.0000
1101,31,31,25,6735.0000
1102,32,31,26,6740.0000
1103,33,31,27,6749.0000
1104,34,31,28,6754.0000
1105,35,31,29,6762.0000
1106,36,31,30,6764.0000
1107,37,31,31,6775.0000
1108,37,31,32,6782.0000
1109,2,32,1,6788.0000
1110,4,32,2,6795.0000
1111,6,32,3,6801.0000
1112,8,32,4,6808.0000
1113,10,32,5,6815.0000
1114,12,32,6,6820.0000
1115,14,32,7,6825.0000
1116,16,32,8,6831.0000
1117,17,32,9,6837.0000
1118,18,32,10,6842.0000
1119,19,32,11,6844.0000
1120,20,32,12,6854.0000
1121,21,32,13,6861.0000
1122,22,32,14,6869.0000
1123,23,32,15,6875.0000
1124,24,32,16,6880.0000
1125,25,32,17,6887.0000
1126,26,32,18,6892.0000
1127,27,32,19,6899.0000
1128,28,32,20,6904.0000
1129,29,32,21,6911.0000
1130,31,32,22,6919.0000
1131,32,32,23,6925.0000
1132,33,32,24,6932.0000
1133,34,32,25,6938.0000
1134,35,32,26,6944.0000
1135,36,32,27,6950.0000
1136,37,32,28,6954.0000
1137,37,32,29,6964.0000
1138,3,33,1,6972.0000
1139,5,33,2,6978.0000
1140,7,33,3,6984.0000
1141,9,33,4,6991.0000
1142,11,33,5,6999.0000
1143,13,33,6,7004.0000
1144,15,33,7,7013.0000
1145,16,33,8,7019.0000
1146,17,33,9,7025.0000
1147,18,33,10,7031.0000
1148,19,33,11,7034.0000
1149,20,33,12,7042.0000
1150,21,33,13,7044.0000
1151,23,33,14,7054.0000
1152,24,33,15,7059.0000
1153,25,33,16,7064.0000
1154,26,33,17,7073.0000
1155,27,33,18,7079.0000
1156,28,33,19,7085.0000
1157,29,33,20,7087.0000
1158,30,33,21,7097.0000
1159,31,33,22,7099.0000
1160,32,33,23,7109.0000
1161,33,33,24,7114.0000
1162,34,33,25,7121.0000
1163,35,33,26,7124.0000
1164,36,33,27,7132.0000
1165,37,33,28,7135.0000
1166,37,33,29,7145.0000
1167,37,33,30,7147.0000
1168,37,33,31,7158.0000
1169,37,33,32,7166.0000
1170,37,33,33,7173.0000
1171,37,33,34,7178.0000
1172,3,34,1,7184.0000
1173,5,34,2,7192.0000
1174,7,34,3,7199.0000
1175,9,34,4,7205.0000
1176,11,34,5,7213.0000
1177,13,34,6,7221.0000
1178,14,34,7,7228.0000
1179,15,34,8,7234.0000
1180,17,34,9,7241.0000
1181,18,34,10,7244.0000
1182,20,34,11,7255.0000
1183,22,34,12,7263.0000
1184,23,34,13,7270.0000
1185,24,34,14,7274.0000
1186,25,34,15,7284.0000
1187,26,34,16,7290.0000
1188,27,34,17,7298.0000
1189,28,34,18,7304.0000
1190,29,34,19,7312.0000
1191,30,34,20,7317.0000
1192,31,34,21,7326.0000
1193,32,34,22,7328.0000
1194,33,34,23,7339.0000
1195,34,34,24,7344.0000
1196,35,34,25,7354.0000
1197,36,34,26,7360.0000
1198,37,34,27,7367.0000
1199,38,34,28,7374.0000
1200,39,34,29,7380.0000
1201,40,34,30,7384.0000
1202,41,34,31,7392.0000
1203,41,34,32,7395.0000
1204,41,34,33,7406.0000
1205,41,34,34,7407.0000
1206,41,34,35,7418.0000
1207,5,35,1,7427.0000
1208,7,35,2,7434.0000
1209,9,35,3,7441.0000
1210,11,35,4,7444.0000
1211,12,35,5,7454.0000
1212,13,35,6,7456.0000
1213,14,35,7,7468.0000
1214,15,35,8,7474.0000
1215,16,35,9,7481.0000
1216,17,35,10,7487.0000
1217,18,35,11,7492.0000
1218,19,35,12,7498.0000
1219,20,35,13,7504.0000
1220,22,35,14,7510.0000
1221,23,35,15,7516.0000
1222,24,35,16,7518.0000
1223,25,35,17,7527.0000
1224,26,35,18,7530.0000
1225,27,35,19,7539.0000
1226,28,35,20,7545.0000
1227,29,35,21,7554.0000
1228,30,35,22,7562.0000
1229,31,35,23,7568.0000
1230,32,35,24,7576.0000
1231,33,35,25,7579.0000
1232,34,35,26,7587.0000
1233,35,35,27,7594.0000
1234,36,35,28,7597.0000
1235,37,35,29,7606.0000
1236,38,35,30,7608.0000
1237,38,35,31,7618.0000
1238,38,35,32,7624.0000
1239,38,35,33,7628.0000
1240,39,35,34,7636.0000
1241,39,35,35,7639.0000
1242,2,36,1,7650.0000
1243,4,36,2,7656.0000
1244,6,36,3,7663.0000
1245,8,36,4,7669.0000
1246,10,36,5,7674.0000
1247,12,36,6,7682.0000
1248,13,36,7,7687.0000
1249,14,36,8,7695.0000
1250,16,36,9,7701.0000
1251,18,36,10,7706.0000
1252,19,36,11,7711.0000
1253,20,36,12,7717.0000
1254,21,36,13,7722.0000
1255,22,36,14,7728.0000
1256,23,36,15,7734.0000
1257,25,36,16,7739.0000
1258,26,36,17,7744.0000
1259,27,36,18,7751.0000
1260,28,36,19,7757.0000
1261,29,36,20,7764.0000
1262,30,36,21,7770.0000
1263,31,36,22,7776.0000
1264,32,36,23,7778.0000
1265,33,36,24,7788.0000
1266,34,36,25,7794.0000
1267,35,36,26,7800.0000
1268,36,36,27,7804.0000
1269,37,36,28,7814.0000
1270,38,36,29,7822.0000
1271,39,36,30,7828.0000
1272,40,36,31,7835.0000
1273,41,36,32,7842.0000
1274,42,36,33,7845.0000
1275,43,36,34,7855.0000
1276,43,36,35,7861.0000
1277,43,36,36,7870.0000
1278,43,36,37,7875.0000
1279,43,36,38,7881.0000
1280,43,36,39,7889.0000
1281,43,36,40,7895.0000
1282,43,36,41,7901.0000
1283,43,36,42,7905.0000
1284,43,36,43,7914.0000
1285,2,37,1,7920.0000
1286,3,37,2,7924.0000
1287,4,37,3,7934.0000
1288,5,37,4,7934.0000
1289,6,37,5,7949.0000
1290,7,37,6,7956.0000
1291,8,37,7,7965.0000
1292,10,37,8,7971.0000
1293,11,37,9,7979.0000
1294,12,37,10,7984.0000
1295,13,37,11,7991.0000
1296,15,37,12,7996.0000
1297,16,37,13,8004.0000
1298,17,37,14,8012.0000
1299,18,37,15,8015.0000
1300,19,37,16,8025.0000
1301,21,37,17,8032.0000
1302,22,37,18,8038.0000
1303,23,37,19,8044.0000
1304,24,37,20,8050.0000
1305,25,37,21,8056.0000
1306,26,37,22,8062.0000
1307,27,37,23,8064.0000
1308,28,37,24,8074.0000
1309,29,37,25,8080.0000
1310,30,37,26,8087.0000
1311,31,37,27,8093.0000
1312,32,37,28,8099.0000
1313,33,37,29,8105.0000
1314,34,37,30,8111.0000
1315,35,37,31,8117.0000
1316,36,37,32,8124.0000
1317,37,37,33,8129.0000
1318,38,37,34,8135.0000
1319,39,37,35,8143.0000
1320,40,37,36,8147.0000
1321,40,37,37,8155.0000
1322,4,38,1,8162.0000
1323,6,38,2,8165.0000
1324,8,38,3,8172.0000
1325,10,38,4,8178.0000
1326,12,38,5,8183.0000
1327,13,38,6,8190.0000
1328,14,38,7,8196.0000
1329,15,38,8,8202.0000
1330,16,38,9,8208.0000
1331,17,38,10,8208.0000
1332,18,38,11,8218.0000
1333,19,38,12,8224.0000
1334,20,38,13,8230.0000
1335,22,38,14,8236.0000
1336,23,38,15,8238.0000
1337,24,38,16,8247.0000
1338,25,38,17,8254.0000
1339,26,38,18,8260.0000
1340,27,38,19,8264.0000
1341,28,38,20,8274.0000
1342,29,38,21,8279.0000
1343,30,38,22,8286.0000
1344,31,38,23,8292.0000
1345,32,38,24,8298.0000
1346,33,38,25,8304.0000
1347,34,38,26,8310.0000
1348,35,38,27,8314.0000
1349,36,38,28,8322.0000
1350,37,38,29,8328.0000
1351,38,38,30,8334.0000
1352,39,38,31,8340.0000
1353,40,38,32,8344.0000
1354,41,38,33,8352.0000
1355,42,38,34,8359.0000
1356,42,38,35,8365.0000
1357,42,38,36,8372.0000
1358,42,38,37,8378.0000
1359,42,38,38,8384.0000
1360,42,38,39,8394.0000
1361,42,38,40,8404.0000
1362,42,38,41,8415.0000
1363,42,38,42,8422.0000
1364,42,38,43,8427.0000
1365,2,39,1,8435.0000
1366,4,39,2,8440.0000
1367,6,39,3,8450.0000
1368,8,39,4,8456.0000
1369,10,39,5,8457.0000
1370,12,39,6,8468.0000
1371,13,39,7,8475.0000
1372,14,39,8,8481.0000
1373,15,39,9,8487.0000
1374,16,39,10,8493.0000
1375,18,39,11,8500.0000
1376,19,39,12,8505.0000
1377,20,39,13,8510.0000
1378,21,39,14,8514.0000
1379,22,39,15,8522.0000
1380,23,39,16,8524.0000
1381,24,39,17,8534.0000
1382,25,39,18,8539.0000
1383,26,39,19,8545.0000
1384,27,39,20,8551.0000
1385,28,39,21,8555.0000
1386,29,39,22,8562.0000
1387,30,39,23,8568.0000
1388,31,39,24,8574.0000
1389,32,39,25,8580.0000
1390,33,39,26,8585.0000
1391,34,39,27,8594.0000
1392,35,39,28,8597.0000
1393,35,39,29,8608.0000
1394,2,40,1,8614.0000
1395,4,40,2,8622.0000
1396,5,40,3,8628.0000
1397,6,40,4,8635.0000
1398,8,40,5,8640.0000
1399,10,40,6,8647.0000
1400,11,40,7,8654.0000
1401,12,40,8,8658.0000
1402,14,40,9,8667.0000
1403,15,40,10,8674.0000
1404,16,40,11,8680.0000
1405,17,40,12,8687.0000
1406,18,40,13,8693.0000
1407,19,40,14,8699.0000
1408,20,40,15,8705.0000
1409,21,40,16,8709.0000
1410,22,40,17,8714.0000
1411,24,40,18,8721.0000
1412,25,40,19,8724.0000
1413,26,40,20,8732.0000
1414,27,40,21,8739.0000
1415,29,40,22,8745.0000
1416,30,40,23,8748.0000
1417,31,40,24,8757.0000
1418,32,40,25,8761.0000
1419,33,40,26,8769.0000
1420,34,40,27,8774.0000
1421,35,40,28,8781.0000
1422,36,40,29,8784.0000
1423,37,40,30,8793.0000
1424,38,40,31,8800.0000
1425,38,40,32,8804.0000
1426,4,41,1,8812.0000
1427,6,41,2,8818.0000
1428,7,41,3,8824.0000
1429,8,41,4,8829.0000
1430,10,41,5,8837.0000
1431,12,41,6,8842.0000
1432,13,41,7,8847.0000
1433,14,41,8,8853.0000
1434,15,41,9,8857.0000
1435,16,41,10,8864.0000
1436,17,41,11,8869.0000
1437,18,41,12,8875.0000
1438,19,41,13,8881.0000
1439,20,41,14,8886.0000
1440,21,41,15,8888.0000
1441,22,41,16,8898.0000
1442,23,41,17,8903.0000
1443,24,41,18,8908.0000
1444,25,41,19,8916.0000
1445,26,41,20,8921.0000
1446,27,41,21,8924.0000
1447,28,41,22,8933.0000
1448,29,41,23,8939.0000
1449,30,41,24,8948.0000
1450,31,41,25,8954.0000
1451,32,41,26,8960.0000
1452,33,41,27,8969.0000
1453,34,41,28,8974.0000
1454,35,41,29,8981.0000
1455,36,41,30,8988.0000
1456,36,41,31,8994.0000
1457,37,41,32,9000.0000
1458,38,41,33,9004.0000
1459,38,41,34,9012.0000
1460,38,41,35,9019.0000
1461,4,42,1,9025.0000
1462,6,42,2,9031.0000
1463,8,42,3,9038.0000
1464,9,42,4,9045.0000
1465,10,42,5,9051.0000
1466,11,42,6,9058.0000
1467,13,42,7,9064.0000
1468,14,42,8,9070.0000
1469,16,42,9,9077.0000
1470,17,42,10,9084.0000
1471,18,42,11,9090.0000
1472,19,42,12,9097.0000
1473,20,42,13,9102.0000
1474,21,42,14,9107.0000
1475,22,42,15,9116.0000
1476,23,42,16,9124.0000
1477,24,42,17,9130.0000
1478,25,42,18,9137.0000
1479,26,42,19,9144.0000
1480,27,42,20,9150.0000
1481,28,42,21,9157.0000
1482,29,42,22,9161.0000
1483,30,42,23,9170.0000
1484,31,42,24,9174.0000
1485,32,42,25,9184.0000
1486,34,42,26,9185.0000
1487,35,42,27,9196.0000
1488,36,42,28,9203.0000
1489,36,42,29,9209.0000
1490,5,43,1,9216.0000
1491,7,43,2,9222.0000
1492,9,43,3,9227.0000
1493,11,43,4,9233.0000
1494,12,43,5,9235.0000
1495,13,43,6,9242.0000
1496,14,43,7,9246.0000
1497,15,43,8,9255.0000
1498,17,43,9,9255.0000
1499,18,43,10,9266.0000
1500,19,43,11,9271.0000
1501,20,43,12,9277.0000
1502,21,43,13,9282.0000
1503,23,43,14,9288.0000
1504,24,43,15,9293.0000
1505,25,43,16,9295.0000
1506,27,43,17,9308.0000
1507,28,43,18,9315.0000
1508,29,43,19,9321.0000
1509,30,43,20,9324.0000
1510,32,43,21,9332.0000
1511,33,43,22,9337.0000
1512,34,43,23,9343.0000
1513,35,43,24,9349.0000
1514,36,43,25,9355.0000
1515,37,43,26,9361.0000
1516,38,43,27,9367.0000
1517,39,43,28,9373.0000
1518,40,43,29,9379.0000
1519,41,43,30,9385.0000
1520,42,43,31,9391.0000
1521,43,43,32,9398.0000
1522,44,43,33,9404.0000
1523,45,43,34,9411.0000
1524,45,43,35,9419.0000
1525,45,43,36,9424.0000
1526,45,43,37,9432.0000
1527,45,43,38,9434.0000
1528,45,43,39,9445.0000
1529,45,43,40,9451.0000
1530,45,43,41,9457.0000
1531,45,43,42,9464.0000
1532,45,43,43,9471.0000
1533,45,43,44,9477.0000
1534,3,44,1,9483.0000
1535,5,44,2,9489.0000
1536,7,44,3,9494.0000
1537,9,44,4,9500.0000
1538,11,44,5,9505.0000
1539,13,44,6,9507.0000
1540,14,44,7,9515.0000
1541,15,44,8,9521.0000
1542,16,44,9,9525.0000
1543,17,44,10,9531.0000
1544,18,44,11,9537.0000
1545,19,44,12,9544.0000
1546,20,44,13,9549.0000
1547,21,44,14,9555.0000
1548,22,44,15,9561.0000
1549,23,44,16,9567.0000
1550,24,44,17,9572.0000
1551,25,44,18,9574.0000
1552,26,44,19,9584.0000
1553,27,44,20,9590.0000
1554,28,44,21,9594.0000
1555,29,44,22,9602.0000
1556,31,44,23,9604.0000
1557,32,44,24,9615.0000
1558,34,44,25,9621.0000
1559,35,44,26,9627.0000
1560,36,44,27,9633.0000
1561,37,44,28,9639.0000
1562,38,44,29,9645.0000
1563,39,44,30,9651.0000
1564,40,44,31,9658.0000
1565,41,44,32,9664.0000
1566,42,44,33,9670.0000
1567,43,44,34,9676.0000
1568,44,44,35,9682.0000
1569,45,44,36,9688.0000
1570,46,44,37,9694.0000
1571,46,44,38,9700.0000
1572,46,44,39,9707.0000
1573,46,44,40,9713.0000
1574,46,44,41,9719.0000
1575,46,44,42,9725.0000
1576,46,44,43,9732.0000
1577,46,44,44,9738.0000
1578,46,44,45,9746.0000
1579,46,44,46,9754.0000
1580,46,44,47,9760.0000
1581,46,44,48,9764.0000
1582,46,44,49,9773.0000
1583,46,44,50,9779.0000
1584,46,44,51,9785.0000
1585,46,44,52,9792.0000
1586,46,44,53,9798.0000
1587,46,44,54,9804.0000
1588,46,44,55,9810.0000
1589,46,44,56,9816.0000
1590,46,44,57,9822.0000
1591,2,45,1,9829.0000
1592,4,45,2,9836.0000
1593,6,45,3,9840.0000
1594,8,45,4,9849.0000
1595,10,45,5,9854.0000
1596,12,45,6,9861.0000
1597,13,45,7,9865.0000
1598,14,45,8,9874.0000
1599,15,45,9,9880.0000
1600,17,45,10,9884.0000
1601,18,45,11,9893.0000
1602,19,45,12,9895.0000
1603,20,45,13,9906.0000
1604,21,45,14,9912.0000
1605,22,45,15,9919.0000
1606,23,45,16,9924.0000
1607,24,45,17,9931.0000
1608,25,45,18,9936.0000
1609,26,45,19,9942.0000
1610,27,45,20,9948.0000
1611,28,45,21,9954.0000
1612,29,45,22,9956.0000
1613,30,45,23,9966.0000
1614,31,45,24,9968.0000
1615,32,45,25,9977.0000
1616,33,45,26,9984.0000
1617,34,45,27,9989.0000
1618,35,45,28,9996.0000
1619,36,45,29,10002.0000
1620,37,45,30,10004.0000
1621,38,45,31,10014.0000
1622,38,45,32,10020.0000
1623,2,46,1,10024.0000
1624,4,46,2,10032.0000
1625,6,46,3,10039.0000
1626,8,46,4,10045.0000
1627,10,46,5,10051.0000
1628,12,46,6,10054.0000
1629,13,46,7,10062.0000
1630,14,46,8,10064.0000
1631,15,46,9,10073.0000
1632,16,46,10,10076.0000
1633,17,46,11,10085.0000
1634,18,46,12,10089.0000
1635,20,46,13,10096.0000
1636,21,46,14,10101.0000
1637,22,46,15,10107.0000
1638,23,46,16,10113.0000
1639,24,46,17,10120.0000
1640,25,46,18,10125.0000
1641,26,46,19,10131.0000
1642,27,46,20,10137.0000
1643,28,46,21,10143.0000
1644,29,46,22,10149.0000
1645,30,46,23,10155.0000
1646,31,46,24,10161.0000
1647,32,46,25,10167.0000
1648,33,46,26,10173.0000
1649,34,46,27,10179.0000
1650,35,46,28,10186.0000
1651,36,46,29,10192.0000
1652,36,46,30,10199.0000
1653,36,46,31,10205.0000
1654,36,46,32,10211.0000
1655,37,46,33,10217.0000
1656,38,46,34,10223.0000
1657,39,46,35,10229.0000
1658,40,46,36,10235.0000
1659,40,46,37,10241.0000
1660,3,47,1,10247.0000
1661,5,47,2,10252.0000
1662,7,47,3,10259.0000
1663,9,47,4,10265.0000
1664,11,47,5,10271.0000
1665,13,47,6,10275.0000
1666,15,47,7,10277.0000
1667,17,47,8,10287.0000
1668,18,47,9,10293.0000
1669,19,47,10,10296.0000
1670,21,47,11,10304.0000
1671,23,47,12,10308.0000
1672,24,47,13,10315.0000
1673,25,47,14,10320.0000
1674,26,47,15,10328.0000
1675,27,47,16,10333.0000
1676,28,47,17,10339.0000
1677,29,47,18,10345.0000
1678,31,47,19,10351.0000
1679,32,47,20,10357.0000
1680,33,47,21,10363.0000
1681,34,47,22,10369.0000
1682,35,47,23,10375.0000
1683,36,47,24,10381.0000
1684,37,47,25,10387.0000
1685,38,47,26,10393.0000
1686,39,47,27,10400.0000
1687,40,47,28,10406.0000
1688,41,47,29,10412.0000
1689,41,47,30,10418.0000
1690,42,47,31,10424.0000
1691,42,47,32,10430.0000
1692,42,47,33,10436.0000
1693,42,47,34,10442.0000
1694,42,47,35,10449.0000
1695,42,47,36,10454.0000
1696,42,47,37,10460.0000
1697,3,48,1,10466.0000
1698,5,48,2,10474.0000
1699,7,48,3,10479.0000
1700,9,48,4,10487.0000
1701,10,48,5,10493.0000
1702,11,48,6,10496.0000
1703,12,48,7,10507.0000
1704,14,48,8,10513.0000
1705,15,48,9,10515.0000
1706,16,48,10,10524.0000
1707,17,48,11,10529.0000
1708,18,48,12,10534.0000
1709,19,48,13,10540.0000
1710,20,48,14,10544.0000
1711,21,48,15,10551.0000
1712,22,48,16,10556.0000
1713,23,48,17,10562.0000
1714,24,48,18,10568.0000
1715,25,48,19,10574.0000
1716,26,48,20,10580.0000
1717,27,48,21,10585.0000
1718,28,48,22,10587.0000
1719,29,48,23,10597.0000
1720,31,48,24,10599.0000
1721,32,48,25,10608.0000
1722,33,48,26,10615.0000
1723,34,48,27,10621.0000
1724,35,48,28,10624.0000
1725,36,48,29,10633.0000
1726,37,48,30,10639.0000
1727,38,48,31,10646.0000
1728,39,48,32,10647.0000
1729,40,48,33,10658.0000
1730,41,48,34,10664.0000
1731,42,48,35,10670.0000
1732,42,48,36,10677.0000
1733,5,49,1,10683.0000
1734,7,49,2,10689.0000
1735,9,49,3,10694.0000
1736,11,49,4,10696.0000
1737,13,49,5,10706.0000
1738,14,49,6,10708.0000
1739,15,49,7,10717.0000
1740,16,49,8,10720.0000
1741,18,49,9,10729.0000
1742,19,49,10,10734.0000
1743,20,49,11,10740.0000
1744,21,49,12,10744.0000
1745,22,49,13,10752.0000
1746,23,49,14,10758.0000
1747,24,49,15,10763.0000
1748,25,49,16,10770.0000
1749,26,49,17,10775.0000
1750,27,49,18,10781.0000
1751,28,49,19,10787.0000
1752,29,49,20,10793.0000
1753,30,49,21,10799.0000
1754,31,49,22,10805.0000
1755,32,49,23,10811.0000
1756,33,49,24,10816.0000
1757,34,49,25,10823.0000
1758,35,49,26,10828.0000
1759,36,49,27,10835.0000
1760,37,49,28,10841.0000
1761,38,49,29,10846.0000
1762,38,49,30,10853.0000
1763,38,49,31,10860.0000
1764,38,49,32,10866.0000
1765,38,49,33,10872.0000
1766,38,49,34,10878.0000
1767,38,49,35,10884.0000
1768,3,50,1,10890.0000
1769,5,50,2,10896.0000
1770,7,50,3,10903.0000
1771,9,50,4,10908.0000
1772,11,50,5,10916.0000
1773,12,50,6,10920.0000
1774,13,50,7,10928.0000
1775,14,50,8,10929.0000
1776,15,50,9,10938.0000
1777,16,50,10,10944.0000
1778,18,50,11,10949.0000
1779,19,50,12,10956.0000
1780,20,50,13,10963.0000
1781,21,50,14,10969.0000
1782,22,50,15,10975.0000
1783,23,50,16,10981.0000
1784,24,50,17,10987.0000
1785,25,50,18,10993.0000
1786,26,50,19,10999.0000
1787,27,50,20,11005.0000
1788,28,50,21,11011.0000
1789,29,50,22,11017.0000
1790,30,50,23,11023.0000
1791,31,50,24,11028.0000
1792,32,50,25,11035.0000
1793,33,50,26,11041.0000
1794,34,50,27,11047.0000
1795,36,50,28,11054.0000
1796,37,50,29,11059.0000
1797,38,50,30,11066.0000
1798,39,50,31,11072.0000
1799,40,50,32,11078.0000
1800,41,50,33,11084.0000
1801,42,50,34,11090.0000
1802,42,50,35,11096.0000
1803,42,50,36,11102.0000
1804,42,50,37,11109.0000
1805,3,51,1,11115.0000
1806,5,51,2,11121.0000
1807,7,51,3,11128.0000
1808,9,51,4,11134.0000
1809,10,51,5,11141.0000
1810,12,51,6,11147.0000
1811,13,51,7,11151.0000
1812,14,51,8,11158.0000
1813,15,51,9,11163.0000
1814,16,51,10,11168.0000
1815,17,51,11,11174.0000
1816,19,51,12,11176.0000
1817,20,51,13,11186.0000
1818,21,51,14,11188.0000
1819,22,51,15,11197.0000
1820,23,51,16,11203.0000
1821,24,51,17,11206.0000
1822,25,51,18,11214.0000
1823,26,51,19,11220.0000
1824,28,51,20,11224.0000
1825,30,51,21,11232.0000
1826,31,51,22,11238.0000
1827,32,51,23,11244.0000
1828,33,51,24,11250.0000
1829,34,51,25,11254.0000
1830,35,51,26,11263.0000
1831,36,51,27,11269.0000
1832,37,51,28,11274.0000
1833,38,51,29,11279.0000
1834,38,51,30,11287.0000
1835,2,52,1,11294.0000
1836,4,52,2,11301.0000
1837,6,52,3,11308.0000
1838,8,52,4,11314.0000
1839,10,52,5,11320.0000
1840,12,52,6,11327.0000
1841,13,52,7,11332.0000
1842,14,52,8,11337.0000
1843,15,52,9,11340.0000
1844,16,52,10,11349.0000
1845,17,52,11,11354.0000
1846,18,52,12,11360.0000
1847,19,52,13,11365.0000
1848,20,52,14,11372.0000
1849,21,52,15,11378.0000
1850,22,52,16,11382.0000
1851,23,52,17,11389.0000
1852,24,52,18,11394.0000
1853,25,52,19,11400.0000
1854,26,52,20,11407.0000
1855,28,52,21,11412.0000
1856,29,52,22,11419.0000
1857,30,52,23,11424.0000
1858,31,52,24,11430.0000
1859,32,52,25,11436.0000
1860,33,52,26,11442.0000
1861,34,52,27,11449.0000
1862,35,52,28,11455.0000
1863,36,52,29,11461.0000
1864,37,52,30,11467.0000
1865,37,52,31,11474.0000
1866,3,53,1,11480.0000
1867,5,53,2,11487.0000
1868,7,53,3,11491.0000
1869,9,53,4,11500.0000
1870,11,53,5,11507.0000
1871,12,53,6,11509.0000
1872,13,53,7,11520.0000
1873,14,53,8,11526.0000
1874,15,53,9,11533.0000
1875,16,53,10,11540.0000
1876,17,53,11,11545.0000
1877,18,53,12,11552.0000
1878,20,53,13,11559.0000
1879,21,53,14,11564.0000
1880,22,53,15,11572.0000
1881,23,53,16,11575.0000
1882,24,53,17,11585.0000
1883,25,53,18,11591.0000
1884,26,53,19,11594.0000
1885,27,53,20,11602.0000
1886,29,53,21,11608.0000
1887,31,53,22,11612.0000
1888,32,53,23,11619.0000
1889,33,53,24,11626.0000
1890,34,53,25,11631.0000
1891,35,53,26,11638.0000
1892,36,53,27,11642.0000
1893,37,53,28,11650.0000
1894,38,53,29,11655.0000
1895,39,53,30,11661.0000
1896,39,53,31,11666.0000
1897,39,53,32,11673.0000
1898,3,54,1,11680.0000
1899,5,54,2,11685.0000
1900,7,54,3,11693.0000
1901,9,54,4,11700.0000
1902,11,54,5,11705.0000
1903,13,54,6,11713.0000
1904,14,54,7,11715.0000
1905,15,54,8,11723.0000
1906,17,54,9,11727.0000
1907,18,54,10,11734.0000
1908,19,54,11,11739.0000
1909,20,54,12,11745.0000
1910,21,54,13,11750.0000
1911,22,54,14,11755.0000
1912,24,54,15,11761.0000
1913,25,54,16,11764.0000
1914,27,54,17,11773.0000
1915,28,54,18,11775.0000
1916,29,54,19,11784.0000
1917,30,54,20,11790.0000
1918,31,54,21,11794.0000
1919,32,54,22,11802.0000
1920,33,54,23,11805.0000
1921,34,54,24,11811.0000
1922,35,54,25,11818.0000
1923,36,54,26,11826.0000
1924,37,54,27,11830.0000
1925,38,54,28,11836.0000
1926,39,54,29,11844.0000
1927,39,54,30,11851.0000
1928,40,54,31,11854.0000
